29492908F,36533443 36533444 36533445 95619258 36533446 3365192947 3365192949 36533447 36533448 36533449 36533450 3365192950 36533451 36533452 36533453 36533454 36533455 36533457 36533458 3365192948 36533459 694018445 36533460 1413992746 1413992745 3739272025 32974808 36533461 1413992743 32974809 621095786 32974810 32974811 257902742 257902759 257902760 257902761 257902762 3365192942 257902763 257902764 257902765 257902766 257902767 257902768 257902769 2046771637 4402730367 257902770 257902944 257902945 4402730364 4501138016 4406173565 4402735508 4402735507 2283641219 3814679819 2283641222 2283641224 2283641226 436113842 2283641229 2283641230 2283641231 2283641232 2283641233 5260893271 4539939105 4539939104 2046765457 4539939093 4539939091 2046765462 4539939092 2046765465 4539939089 4539939090 2046765460 4539939107 4539939108 5260893283 5260893284 4539938986 414601247 4539938985 25768370 25768371 293296343 1462469770 25768372 370962054 25768373 3740280201 3740280211 298552242 766946793 766946795 3841974444 766946791 3841974443 766946805 766946802 766946792 766946808 766946807 766946803 766946799 766946812 2215595090 766946809 766946810 4528421030 298552307 298552308 298553002 298553029 298553004 4525584617 298553078 298553031 298553032 298553008 298553080 4525584616 298553010 298553011 4525584615 298553012 4525584614 298553081 298553014 298553035 298553601 298553581 21436624 1396565609 36533484 4525584603 36533437 36533438 36533439 411400156 36533577 36533523 36533441 36533442
29492937T,391911786 3683932420 3683905578 3683920136 3683906423 3683932421 3683906422 391911786 3878813603 391895607 391913408 391903590 391914522 391901647 391900107 391916149 391887138 391905181 391909896 391901001 391912387
29492937F,391912387 391901001 391909896 391905181 391887138 391916149 391900107 391901647 391914522 391903590 391913408 391895607 3878813603 391911786 3683932420
29492946T,694062977 3670487449 3670487454 3670487446 3670487445 3670487453 3670487443 370958790 3670532480 3670487444 3670487447
29492946F,3670487447 3670487444 3670532480 370958790 3670487443 3670487453 3670487445 3670487446 3670487454 3670487449 694062977
29499316T,414454898 356975805 356975804 1006279543 975384759
29499316F,975384759 1006279543 356975804 356975805 414454898
29499317T,4715166714 356973899 356973540 356973539 4210089966 356973099 39580164
29499317F,39580164 356973099 4210089966 356973539 356973540 356973899 4715166714
29499322T,39580167 356971160 39580164 356973099
29499322F,356973099 39580164 356971160 39580167
29499325T,356974627 356973546 356973545 356973543 356973542 356973899 4715166714
29499325F,4715166714 356973899 356973542 356973543 356973545 356973546 356974627
29499327T,651197991 356971161 356971411 4210098323 356971160 39580167
29499327F,39580167 356971160 4210098323 356971411 356971161 651197991
29499333T,39580169 356972471
29499333F,356972471 39580169
29499336T,3782174261 293789052 3782174260 39580169 356972471
29499336F,356972471 39580169 3782174260 293789052 3782174261
29499384T,380044607 136833033 380044605 380044604
29499384F,380044604 380044605 136833033 380044607
29499405T,427000862 427003292 427001369 427000878 427003296 427004411 427003234 427000906 427001691
29499405F,427001691 427000906 427003234 427004411 427003296 427000878 427001369 427003292 427000862
29499416T,427003083 427001281 427001269 427001273 427003240 427004316 427000816 427004188 427002892 427002053 427004222 427002464 427001466 427004664 427004226 427003044 427004079 427000815 427001427 427003575 427004260 427001277 427003933 427000864 427001228 427004504 427004508 427001188 427002134 427001808 427003115 427004671 427003095 427001380 427004120 427004873 427004776 427002894 427000901 427004440 427003292 427000862
29499416F,427000862 427003292 427004440 427000901 427002894 427004776 427004873 427004120 427001380 427003095 427004671 427003115 427001808 427002134 427001188 427004508 427004504 427001228 427000864 427003933 427001277 427004260 427003575 427001427 427000815 427004079 427003044 427004226 427004664 427001466 427002464 427004222 427002053 427002892 427004188 427000816 427004316 427003240 427001273 427001269 427001281 427003083
29499417T,427003682 427003165 427000828 427004850 427002242 427001314 4056741805 427004989 427004693 427001281 427003083
29499417F,427003083 427001281 427004693 427004989 4056741805 427001314 427002242 427004850 427000828 427003165 427003682
29499421T,427004835 427001744 427002518 427001345 427004464 427001408 427003567 427002614 427002868 427004925 427003243 427001394 427001626 427003751 427001329 427002953 427002180 427004870 427004450 427004182 427003607 427004348 427003045 427003219 427001552 427002264 427001343
29499421F,427001343 427002264 427001552 427003219 427003045 427004348 427003607 427004182 427004450 427004870 427002180 427002953 427001329 427003751 427001626 427001394 427003243 427004925 427002868 427002614 427003567 427001408 427004464 427001345 427002518 427001744 427004835
29499427T,427001235 427003841 427003847 429660239 427002034
29499427F,427002034 429660239 427003847 427003841 427001235
29499428T,2311302520 427004575 427001885 427001720 427004399 427002341 427000908 427001019 427002047 427000861 427001881 427004266 427004840 427001119 427003468 427000855 427001421 427002799 427003082 427003631 427000889 427003696 427001807 427004510 427001343 427002264
29499428F,427002264 427001343 427004510 427001807 427003696 427000889 427003631 427003082 427002799 427001421 427000855 427003468 427001119 427004840 427004266 427001881 427000861 427002047 427001019 427000908 427002341 427004399 427001720 427001885 427004575 2311302520
29499433T,427001028 364148266
29499433F,364148266 427001028
29499434T,364148266 427001028 2311302520 427004575
29499434F,427004575 2311302520 427001028 364148266
29499439T,427003108 427003841 427001235
29499439F,427001235 427003841 427003108
29499440T,427003841 427003108 427004860 427004689 427000803 427004474
29499440F,427004474 427000803 427004689 427004860 427003108 427003841
29499444T,301926700 301926855 2311302314 427003641 427002968 427003755 427001593 427001594 427003257 427001217 427004415 427001046 427000919 427001262 427003189 427001863 427004835 427001744
29499444F,427001744 427004835 427001863 427003189 427001262 427000919 427001046 427004415 427001217 427003257 427001594 427001593 427003755 427002968 427003641 2311302314 301926855 301926700
29499445T,2311302312 301926700 301926855
29499445F,301926855 301926700 2311302312
29499446T,301926700 2311302312 427004856 427004309 427004584 427001308 427004587 427001197 427002900 427004526 427003982 427000941 427001350 427002092 427003203 427004396 427003085 427004367 427004782 427001311 427004198 427001089 427001365 427003059 427003348 427001995 427001304 427004136 427001414 427000814 427001344 427004810 427001280 427000820 427003582 427004646 427003656 427001846 427004229 427004800 427004894 427004808 427004937 427001797 427003798 427003125 427003293 427002063 427000964 427001482 427001569 427001284 427001744 427004835
29499446F,427004835 427001744 427001284 427001569 427001482 427000964 427002063 427003293 427003125 427003798 427001797 427004937 427004808 427004894 427004800 427004229 427001846 427003656 427004646 427003582 427000820 427001280 427004810 427001344 427000814 427001414 427004136 427001304 427001995 427003348 427003059 427001365 427001089 427004198 427001311 427004782 427004367 427003085 427004396 427003203 427002092 427001350 427000941 427003982 427004526 427002900 427001197 427004587 427001308 427004584 427004309 427004856 2311302312 301926700
29499449T,2311302309 301926756 301926700 2311302312
29499449F,2311302312 301926700 301926756 2311302309
29499450T,2311302309 301926756 2311302310 427004795 427004453 392341132 427000910 427001935 427001477 427001286 427003874 427004759 427001223 427001545 427002609 427003305 427004724 427001305 427001829 427004037 427004893 427000865 427003314 427001659 427002229 427004786 427003255 427004359 427004695 427004170 427001553 427001318 427000862 427003292
29499450F,427003292 427000862 427001318 427001553 427004170 427004695 427004359 427003255 427004786 427002229 427001659 427003314 427000865 427004893 427004037 427001829 427001305 427004724 427003305 427002609 427001545 427001223 427004759 427003874 427001286 427001477 427001935 427000910 392341132 427004453 427004795 2311302310 301926756 2311302309
29499453T,427000913 427001484 427002100 427002898 427000803 427004474
29499453F,427004474 427000803 427002898 427002100 427001484 427000913
29499454T,1230037847 2311302309 301926756
29499454F,301926756 2311302309 1230037847
29499455T,427004742 427003050 427001524 427001362 427003092 427004435 301926855 301926700
29499455F,301926700 301926855 427004435 427003092 427001362 427001524 427003050 427004742
29499458T,427001610 427004205 427001860 427003765 427002736 427002787 427003128 427004519 427001789 427000976 427003088 427004784 427002027 427002113 427000927 427003701 427004074 427003023 427001332 427003142 427001530 427004908 427003038 427004447 427003108 427003841
29499458F,427003841 427003108 427004447 427003038 427004908 427001530 427003142 427001332 427003023 427004074 427003701 427000927 427002113 427002027 427004784 427003088 427000976 427001789 427004519 427003128 427002787 427002736 427003765 427001860 427004205 427001610
29499460T,33514504 33514502 136766245 136777352 136777354
29499460F,136777352 136777354 136777355 136777357 136778557 136777359 2377106095 515414385 515414384 515414394 515414389 136766259 136766257 136766256 136766253 136766252 136766250 136766248 136766247 136766245 33514502 33514504
29499462T,292771017 427001310 427000853 427001862 427004843 427002581 427003301 427001803 427003555 427000874 427000817 427003304 427003459 427004862 427003245 427004917 427000827 427001850 427004546 427004631 427003312 427002985 427003204 427000951 427000904 427003858 427001504 427004460 427000800 427001735 427004882 427001813 427002797 427001891 427003109 427003956 427004307 427003000 427004729 427000846 427000821 427000858 427003298 427004263 427003169 427003233 427003152 427000829 2311302315 427001028 364148266
29499462F,364148266 427001028 2311302315 427000829 427003152 427003233 427003169 427004263 427003298 427000858 427000821 427000846 427004729 427003000 427004307 427003956 427003109 427001891 427002797 427001813 427004882 427001735 427000800 427004460 427001504 427003858 427000904 427000951 427003204 427002985 427003312 427004631 427004546 427001850 427000827 427004917 427003245 427004862 427003459 427003304 427000817 427000874 427003555 427001803 427003301 427002581 427004843 427001862 427000853 427001310 292771017
29499472T,292771017 427001310 427003371 427001470 427004300 427003855 427001623 427003623 427004400 427001104 427004847 427001249 427004148 427003011 427001805 427003118 427003666 427002761 427003669 427004769 427003098 427004979 427001005 427000826 427004984 427002471 427002661 427004366 427004707 427002674 427004406 427004720 427004961 427004326 427001165 427001463 427001503 301926917
29499472F,301926917 427001503 427001463 427001165 427004326 427004961 427004720 427004406 427002674 427004707 427004366 427002661 427002471 427004984 427000826 427001005 427004979 427003098 427004769 427003669 427002761 427003666 427003118 427001805 427003011 427004148 427001249 427004847 427001104 427004400 427003623 427001623 427003855 427004300 427001470 427003371 427001310 292771017
29499478T,301926851 301926773
29499478F,301926773 301926851
29499479T,301926773 301926851 4056734861 427001600 427001471 427003229 427004008 427001253 427003415 427003673 427004936 427001495 427003465 427002573 427002764 427002537 427003438 427000859 427002849 427004492
29499479F,427004492 427002849 427000859 427003438 427002537 427002764 427002573 427003465 427001495 427004936 427003673 427003415 427001253 427004008 427003229 427001471 427001600 4056734861 301926851 301926773
29499482T,136835550 301926851 301926773
29499482F,301926773 301926851 136835550
29499487T,292771018 292771017 427001310
29499487F,427001310 292771017 292771018
29499488T,427003036 517103679 136835550 301926851
29499488F,301926851 136835550 517103679 427003036
29499492T,2441679457 427003036 517103679
29499492F,517103679 427003036 2441679457
29499493T,427004836 427039353 427001700
29499493F,427001700 427039353 427004836
29499494T,427002975 301926928 292771018 292771017
29499494F,292771017 292771018 301926928 427002975
29499495T,301926863 292771021 427001705 427002767 427003077 427004680 427003705
29499495F,427003705 427004680 427003077 427002767 427001705 292771021 301926863
29499496T,301926863 292771021 292771020 292771019 301926928 427002975
29499496F,427002975 301926928 292771019 292771020 292771021 301926863
29499500T,2311301826 427001371 427003807 2311301827 2441679457 427003036
29499500F,427003036 2441679457 2311301827 427003807 427001371 2311301826
29499502T,136798896 136798894 136798892 136798890 136798888 136798887 136798885 136798883 136798880 136798924 136798923 136798922 136798921 136798917 136798915
29499502F,136798917 136798915 136798913 136798911 136798909 136798907 136798906 136798904 136798903 136798900 136798898 136798896 136798894
29499503T,427004559 427004540 427004899 292771017 292771018
29499503F,292771018 292771017 427004899 427004540 427004559
29499505T,292770757 292770756 292771022 301926863 292771021
29499505F,292771021 301926863 292771022 292770756 292770757
29499507T,2311301821 427004596 2311301824 2311301826 427001371
29499507F,427001371 2311301826 2311301824 427004596 2311301821
29499508T,427001226 427001065 427004540 427004559
29499508F,427004559 427004540 427001065 427001226
29499513T,136778557 136778556 136778555 136778554 136778552 136778551 138650188 515414379 515414381 5842508477 5842508476 515414377 136798925 136798880 136798924 136798923 136798922 136798921 136798917 136798915 136798913 136798911 136798909 136798907 136798906 136798904 136798903 136798900 136798898 136798896 136798894 136798892 136798890 136798888 136798887 136798885 136798883 136798880 136798925 515414377 5842508476 5842508477 515414381 515414379 138650188 136779924 515414385 515414384 515414394 515414389 136766259 136766257 136766256 136766253 136766252 136766250 136766248 136766247 136766245 33514502 33514504
29499513F,33514504 33514502 136766245 136777352 136777354 136777355 136777357 136778557 136778556
29499514T,427004744 427003283 427002378 427001186 427003626 427001726 427002975 301926928
29499514F,301926928 427002975 427001726 427003626 427001186 427002378 427003283 427004744
29499518T,136798924 136798923 136798922 136798921 136798917 136798915 136798913 136798911 136798909 136798907 136798906 136798904 136798903 136798900 136798898 136798896 136798894
29499518F,136798896 136798894 136798892 136798890 136798888 136798887 136798885 136798883 136798880 136798924 136798923
29499521T,2311301818 427003310 2311301822 2311301823 427004596 2311301821
29499521F,2311301821 427004596 2311301823 2311301822 427003310 2311301818
29499523T,136768191 515414396 136768976 138704696 136768978 136768979 136768194 364147714 138703462
29499523F,138703462 364147714 136768194 136768193 138704694 136768191 515414396
29499526T,515414394 515414389 515414387 515414396 136768976 138704696 138704694 136768191 515414396
29499526F,136768191 515414396 515414387 515414389 515414394
29499527T,515414394 515414389 136766259 136766257 136766256 136766253 136766252 136766250 136766248 136766247 136766245 136777352 136777354
29499527F,136777352 136777354 136777355 136777357 136778557 136777359 2377106095 515414385 515414384 515414394 515414389
29499528T,427000939 427002840 427003541 427001498 427000863 427004529 427001615 427004611 427001851 427004070 427001556 427003961 427004949 427002060 427003272 427003230 427002998 427002305 427000914 427001016 427001212 427002383 427004832 427004868 427002822 427001919 427002773 427001778 427001312 427002350 427002784 427004962 427003238 427002945 427002927 427001298 427004697 427003216 427002058 427001324 427000893 427001370 427001583 427001251 427001978 427001868 427003131 427003283 427004744
29499528F,427004744 427003283 427003131 427001868 427001978 427001251 427001583 427001370 427000893 427001324 427002058 427003216 427004697 427001298 427002927 427002945 427003238 427004962 427002784 427002350 427001312 427001778 427002773 427001919 427002822 427004868 427004832 427002383 427001212 427001016 427000914 427002305 427002998 427003230 427003272 427002060 427004949 427003961 427001556 427004070 427001851 427004611 427001615 427004529 427000863 427001498 427003541 427002840 427000939
29499529T,427000939 427002840 292770756 292770757
29499529F,292770757 292770756 427002840 427000939
29499533T,136779924 515414385 515414384 515414394 515414389 136766259 136766257 136766256 136766253 136766252 136766250 136766248 136766247 136766245 136777352 136777354 136777355 136777357 136778557 136778556
29499533F,136778557 136778556 136778555 136778554 136778552 136778551 138650188 515414379 515414381 5842508477 5842508476 515414377 136798925 136798880 136798924 136798923 136798922 136798921 136798917 136798915 136798913 136798911 136798909 136798907 136798906 136798904 136798903 136798900 136798898 136798896 136798894 136798892 136798890 136798888 136798887 136798885 136798883 136798880 136798925 515414377 5842508476 5842508477 515414381 515414379 138650188 136779924 515414385
29499536T,138650189 138650188 136779924 515414385 515414384 515414394 515414389 136766259 136766257 136766256 136766253 136766252 136766250 136766248 136766247 136766245 136777352 136777354 136777355 136777357 136778557 136778556
29499536F,136778557 136778556 136778555 136778554 136778552 136778551 138650188 515414379 515414381 5842508477 5842508476 515414377 136798925 136798880 136798924 136798923 136798922 136798921 136798917 136798915 136798913 136798911 136798909 136798907 136798906 136798904 136798903 136798900 136798898 136798896 136798894 136798892 136798890 136798888 136798887 136798885 136798883 136798880 136798925 515414377 5842508476 5842508477 515414381 515414379 138650188 138650189
29499538T,292770761 427002631 6583164047 292770759 427001973
29499538F,427001973 292770759 6583164047 427002631 292770761
29499539T,292770761 427002631 427004857 427001002 427003268 427001531 427001742 427002233 427003223 427004200 427002159 427004975 427004573 427002284 427004289 427001700 427039353
29499539F,427039353 427001700 427004289 427002284 427004573 427004975 427002159 427004200 427003223 427002233 427001742 427001531 427003268 427001002 427004857 427002631 292770761
29499543T,136779920 136779919 136779917 136779916 136777361 136777362 136777364 136777365 136777367 136777368 136777370 136777371 136777372 136766280 136670966 33514514 651186955 136671671 33514515 33514517 33514518 33514520 33514522 138647230 33514523 33514524 300477702 33514526 5606090570 5606090569 138651636 428545629 1274012804 428545613 1274020047 32389650 300477751 1274012810 4335319474 428541281 428541266 428541668 428541680 428541422 428541593 1274020336 1274020315 1274020323 428541098 428541284 428541481 428541286 428541197 428541701 428541264 428541822 428541836 1274020335 428541213 428541255 300477702 33514524 33514523 138647230 33514522 33514520 33514518 33514517 33514515 136671671 651186955 33514514 136670966 136766280 136766279 136766278 136766277 136766275 136766273 136766272 136766270 136766268 136766266 136766265 136780783 136766263 136766262 136766260 515414389 515414394 515414384 515414385 136779924
29499543F,515414385 136779924 138650188 138650189 138650191 138650192 138650194 138650195 138650197 138650199 138650200 138650201 138650203 138650205 138650207 138650208 138650209 138650210 138650211 138650212 138650213 138650214 138650215 138650217 138650218 138650221 138650223 138650225 138650227 138647417 138647208 138647417 138650227 138650225 138650223 138650221 138650218 138650217 138650215 138650214 138650213 138650212 138650211 138650210 138650209 138650208 138650207 138650205 138650203 138650201 138650200 138650199 138650197 138650195 138650194 138650192 138650191 138650189 138650188 136779924 136779922 136779920 136779919
29499544T,136779920 136779919 136779917 136779916 136777361 136777362 136777364 136777365 136777367 136777368 136777370 136777371 136777372 136766280 136670966 33514514 651186955 136671671 33514515 33514517 33514518 33514520 33514522 138647230 33514523 33514524 300477702 33514526 5606090570 5606090569 138651636 428545629 1274012804 428545613 1274020047 32389650 300477751 1274012810 4335319474 428541281 428541266 428541668 428541680 428541422 428541593 1274020336 1274020315 1274020323 428541098 428541284 428541481 428541286 428541197 428541701 428541264 428541822 428541836 1274020335 428541213 428541255 300477702 33514524 33514523 138647230 33514522 33514520 33514518 33514517 33514515 136671671 651186955 33514514 136670966 136766280 136766279 136766278 136766277 136766275 136766273 136766272 136766270 136766268 136766266 136766265 136780783 136766263 136766262 136766260 515414389 515414394 515414384 515414385 136779924
29499544F,515414385 136779924 138650188 138650189 138650191 138650192 138650194 138650195 138650197 138650199 138650200 138650201 138650203 138650205 138650207 138650208 138650209 138650210 138650211 138650212 138650213 138650214 138650215 138650217 138650218 138650221 138650223 138650225 138650227 138647417 138647208 138647417 138650227 138650225 138650223 138650221 138650218 138650217 138650215 138650214 138650213 138650212 138650211 138650210 138650209 138650208 138650207 138650205 138650203 138650201 138650200 138650199 138650197 138650195 138650194 138650192 138650191 138650189 138650188 136779924 136779922 136779920 136779919
29499547T,427003283 427004744 427002492 427001441 427003242
29499547F,427003242 427001441 427002492 427004744 427003283
29499548T,427004744 427003283
29499548F,427003283 427004744
29499549T,392338977 292770901 6583164199 292770761 427002631
29499549F,427002631 292770761 6583164199 292770901 392338977
29499551T,427012927 2441672624 1422647637 301929467 2441672623
29499551F,2441672623 301929467 1422647637 2441672624 427012927
29499552T,2441672624 427012927 427013261 427013097 427012390 427012489 427012338 427012415 427012877 427012666 427013257 427012931 427012824 427012626 427013104 427012908 427013134 427012461 427012679 427012984 427013364 427012369 427012960 427012362 427012571 427012501 427012724 427012780 427013342 427012662 427012970 427012403 427013228 427013360 427012421 427012828
29499552F,427012828 427012421 427013360 427013228 427012403 427012970 427012662 427013342 427012780 427012724 427012501 427012571 427012362 427012960 427012369 427013364 427012984 427012679 427012461 427013134 427012908 427013104 427012626 427012824 427012931 427013257 427012666 427012877 427012415 427012338 427012489 427012390 427013097 427013261 427012927 2441672624
29499553T,136766262 136766260 515414389 136766259 136766257 136766256 136766253 136766252 136766250 136766248 136766247 136766245 136777352 136777354 136777355 136777357 136778557 136777359 2377106095 515414385 515414384 515414394 515414389 515414387 515414396 136768976 138704696 138704694 136768191 515414396
29499553F,136768191 515414396 515414387 515414389 515414394 515414384 515414385 136777360 136779916 136777361 136777362 136777364 136777365 136777367 136777368 136777370 136777371 136777372 136766280 136670966 33514514 651186955 136671671 33514515 33514517 33514518 33514520 33514522 138647230 33514523 33514524 300477702 33514526 5606090570 5606090569 138651636 428545629 1274012804 428545613 1274020047 32389650 300477751 1274012810 4335319474 428541281 428541266 428541668 428541680 428541422 428541593 1274020336 1274020315 1274020323 428541098 428541284 428541481 428541286 428541197 428541701 428541264 428541822 428541836 1274020335 428541213 428541255 300477702 33514524 33514523 138647230 33514522 33514520 33514518 33514517 33514515 136671671 651186955 33514514 136670966 136766280 136766279 136766278 136766277 136766275 136766273 136766272 136766270 136766268 136766266 136766265 136780783 136766263 136766262 136766260
29499554T,136766262 136766260 515414389 515414394
